order_id,product_id,add_to_cart_order,reordered,special,user_id,store_id,distance,order_number,order_dow,order_hour_of_day,days_since_prior_order
82680,21137,7,1,0,65820,2,1.7336410538514382,72,1,14,3.0
82680,8277,8,1,0,65820,2,1.7336410538514382,72,1,14,3.0
83100,39877,1,1,15,176885,4,1.7913242059779548,50,4,15,4.0
83156,13176,5,1,0,81625,7,1.1784631686936111,90,6,14,3.0
83279,26604,1,1,0,21253,6,1.3174881572955417,17,0,11,4.0
83279,33198,6,1,0,21253,6,1.3174881572955417,17,0,11,4.0
83279,47209,11,1,15,21253,6,1.3174881572955417,17,0,11,4.0
83755,13176,1,1,0,193551,6,2.4723440803252816,52,0,13,3.0
83755,40706,3,1,0,193551,6,2.4723440803252816,52,0,13,3.0
83755,44359,5,0,50,193551,6,2.4723440803252816,52,0,13,3.0
83755,45007,7,0,0,193551,6,2.4723440803252816,52,0,13,3.0
83755,10749,9,0,0,193551,6,2.4723440803252816,52,0,13,3.0
83755,48679,10,1,0,193551,6,2.4723440803252816,52,0,13,3.0
83755,21938,11,0,30,193551,6,2.4723440803252816,52,0,13,3.0
83755,22035,16,1,0,193551,6,2.4723440803252816,52,0,13,3.0
83755,21137,17,1,0,193551,6,2.4723440803252816,52,0,13,3.0
83917,3957,1,1,0,73645,4,2.3431492084461123,65,0,15,3.0
83917,24852,2,1,30,73645,4,2.3431492084461123,65,0,15,3.0
83917,47209,6,1,0,73645,4,2.3431492084461123,65,0,15,3.0
83917,30391,7,1,15,73645,4,2.3431492084461123,65,0,15,3.0
83917,27966,9,1,0,73645,4,2.3431492084461123,65,0,15,3.0
83917,21903,10,1,0,73645,4,2.3431492084461123,65,0,15,3.0
83917,8174,17,1,0,73645,4,2.3431492084461123,65,0,15,3.0
83964,16797,1,1,0,136421,3,1.6376750219671632,68,4,10,1.0
83964,21903,2,1,0,136421,3,1.6376750219671632,68,4,10,1.0
83964,13176,3,1,30,136421,3,1.6376750219671632,68,4,10,1.0
84253,28204,5,1,0,196091,3,0.9945879927160304,63,4,11,1.0
84253,19660,6,1,0,196091,3,0.9945879927160304,63,4,11,1.0
84253,31506,7,1,0,196091,3,0.9945879927160304,63,4,11,1.0
84553,19678,1,1,0,156205,7,2.543481031104934,42,4,10,4.0
84553,40706,2,1,15,156205,7,2.543481031104934,42,4,10,4.0
84553,49235,3,1,15,156205,7,2.543481031104934,42,4,10,4.0
84553,30391,6,1,30,156205,7,2.543481031104934,42,4,10,4.0
84553,13176,8,1,0,156205,7,2.543481031104934,42,4,10,4.0
84643,22935,2,1,0,154556,2,1.253518416439383,67,4,16,1.0
84782,43961,5,1,15,9911,5,0.3500985680882692,35,1,8,3.0
84782,28985,11,1,0,9911,5,0.3500985680882692,35,1,8,3.0
84782,9076,13,1,0,9911,5,0.3500985680882692,35,1,8,3.0
84812,48679,1,1,0,197107,8,1.1511626282576266,53,3,16,2.0
84812,44359,2,1,0,197107,8,1.1511626282576266,53,3,16,2.0
84812,21903,4,1,0,197107,8,1.1511626282576266,53,3,16,2.0
84812,27521,5,1,0,197107,8,1.1511626282576266,53,3,16,2.0
84840,17794,5,1,0,16645,5,1.0468192493242057,22,1,17,6.0
84840,44632,8,1,15,16645,5,1.0468192493242057,22,1,17,6.0
84840,21137,11,1,0,16645,5,1.0468192493242057,22,1,17,6.0
84840,22935,16,1,0,16645,5,1.0468192493242057,22,1,17,6.0
84840,31717,18,1,0,16645,5,1.0468192493242057,22,1,17,6.0
84840,30489,21,0,0,16645,5,1.0468192493242057,22,1,17,6.0
85068,22035,1,1,0,10502,0,2.2346429298943336,77,1,17,3.0
85068,27845,2,1,30,10502,0,2.2346429298943336,77,1,17,3.0
85068,5077,9,1,30,10502,0,2.2346429298943336,77,1,17,3.0
85068,27966,10,1,30,10502,0,2.2346429298943336,77,1,17,3.0
85339,27845,3,1,0,75664,1,1.7034760687650847,53,6,13,2.0
85339,47209,4,1,15,75664,1,1.7034760687650847,53,6,13,2.0
85339,39877,8,1,0,75664,1,1.7034760687650847,53,6,13,2.0
85339,19057,9,1,30,75664,1,1.7034760687650847,53,6,13,2.0
85339,21137,10,1,0,75664,1,1.7034760687650847,53,6,13,2.0
85339,46667,12,1,15,75664,1,1.7034760687650847,53,6,13,2.0
85508,49235,2,1,0,73080,2,1.4769625003155096,25,1,12,2.0
85508,47209,9,1,0,73080,2,1.4769625003155096,25,1,12,2.0
85508,10749,11,1,0,73080,2,1.4769625003155096,25,1,12,2.0
85508,17794,12,1,50,73080,2,1.4769625003155096,25,1,12,2.0
85508,40706,13,1,0,73080,2,1.4769625003155096,25,1,12,2.0
85508,28842,14,1,0,73080,2,1.4769625003155096,25,1,12,2.0
85508,24964,15,1,0,73080,2,1.4769625003155096,25,1,12,2.0
85508,5876,16,1,0,73080,2,1.4769625003155096,25,1,12,2.0
85508,26209,17,1,15,73080,2,1.4769625003155096,25,1,12,2.0
85508,22935,18,1,0,73080,2,1.4769625003155096,25,1,12,2.0
85508,34126,19,1,15,73080,2,1.4769625003155096,25,1,12,2.0
85753,196,2,1,0,22802,2,0.3150503036430325,60,1,12,3.0
85827,44632,1,1,0,205972,0,0.6388695289248936,8,4,19,1.0
85827,35221,2,1,50,205972,0,0.6388695289248936,8,4,19,1.0
85827,49235,5,1,0,205972,0,0.6388695289248936,8,4,19,1.0
85827,1463,6,1,0,205972,0,0.6388695289248936,8,4,19,1.0
86023,24852,1,1,0,192747,6,1.3659684812896038,61,4,9,3.0
86023,22935,2,1,0,192747,6,1.3659684812896038,61,4,9,3.0
86023,45066,3,1,0,192747,6,1.3659684812896038,61,4,9,3.0
86023,34969,7,1,0,192747,6,1.3659684812896038,61,4,9,3.0
86023,47209,8,1,0,192747,6,1.3659684812896038,61,4,9,3.0
86102,44632,1,1,0,174683,6,2.2078637385172373,97,1,13,1.0
86102,35221,2,1,0,174683,6,2.2078637385172373,97,1,13,1.0
86116,46979,6,1,0,9333,9,0.8191597931278477,70,2,14,2.0
86608,49235,1,1,15,197343,7,0.7770959799736085,26,4,12,3.0
87140,21137,2,1,50,162674,0,0.997179464423947,48,1,20,3.0
87147,47209,5,1,0,193551,9,0.7036756390134263,43,5,10,1.0
87626,16797,2,1,0,201776,3,1.298522952022385,9,6,8,3.0
87626,22935,10,1,0,201776,3,1.298522952022385,9,6,8,3.0
87756,19057,1,1,0,44228,5,0.8818394864400368,52,5,18,4.0
87756,21137,3,1,0,44228,5,0.8818394864400368,52,5,18,4.0
87756,27845,4,1,30,44228,5,0.8818394864400368,52,5,18,4.0
87756,24852,6,1,0,44228,5,0.8818394864400368,52,5,18,4.0
87867,49235,2,1,15,125378,8,0.5613195433232511,70,4,7,1.0
87873,27521,1,1,0,17698,1,0.6603922669871477,51,3,9,1.0
87873,48679,3,1,15,17698,1,0.6603922669871477,51,3,9,1.0
88094,9076,2,1,30,196976,9,0.9210495701086544,7,3,20,3.0
88094,24852,3,1,30,196976,9,0.9210495701086544,7,3,20,3.0
88094,47766,4,1,0,196976,9,0.9210495701086544,7,3,20,3.0
88134,24852,5,1,15,103166,5,0.6369268250464506,87,2,10,3.0
88336,13176,4,1,0,181970,6,0.5276102000533462,17,3,8,1.0
88336,5077,7,1,0,181970,6,0.5276102000533462,17,3,8,1.0
88336,21137,9,1,0,181970,6,0.5276102000533462,17,3,8,1.0
88803,196,2,1,30,185406,5,1.4314024890103223,24,4,15,3.0
88927,27966,4,1,0,148375,0,0.8030588948927782,90,2,19,0.0
89139,33731,1,1,0,124838,1,2.2318206810662784,24,6,17,3.0
89139,16797,6,1,0,124838,1,2.2318206810662784,24,6,17,3.0
89139,34969,7,1,0,124838,1,2.2318206810662784,24,6,17,3.0
89139,47766,8,1,0,124838,1,2.2318206810662784,24,6,17,3.0
89139,5077,9,1,0,124838,1,2.2318206810662784,24,6,17,3.0
89139,17794,10,1,0,124838,1,2.2318206810662784,24,6,17,3.0
89139,27845,11,1,0,124838,1,2.2318206810662784,24,6,17,3.0
89236,24852,1,1,15,21469,1,1.2582347373543572,93,5,18,2.0
89236,12341,5,1,0,21469,1,1.2582347373543572,93,5,18,2.0
89481,13176,1,1,0,136421,4,2.2894821132202523,82,2,11,1.0
89499,21137,1,1,0,87406,2,1.3093119651293337,87,1,20,3.0
89499,39275,2,1,15,87406,2,1.3093119651293337,87,1,20,3.0
89499,26604,3,0,0,87406,2,1.3093119651293337,87,1,20,3.0
89524,21137,1,1,0,205543,1,1.098777579256428,75,3,18,1.0
89524,39877,2,1,30,205543,1,1.098777579256428,75,3,18,1.0
89524,10749,3,1,15,205543,1,1.098777579256428,75,3,18,1.0
89610,31717,1,1,0,14230,9,1.2341053152231791,76,3,9,1.0
89610,26209,2,1,0,14230,9,1.2341053152231791,76,3,9,1.0
89610,34126,4,1,0,14230,9,1.2341053152231791,76,3,9,1.0
89610,4210,6,1,0,14230,9,1.2341053152231791,76,3,9,1.0
89679,5785,1,1,0,201248,3,1.0223184008803252,64,4,11,1.0
89679,13176,2,1,0,201248,3,1.0223184008803252,64,4,11,1.0
89679,5876,4,0,0,201248,3,1.0223184008803252,64,4,11,1.0
89679,24964,5,1,0,201248,3,1.0223184008803252,64,4,11,1.0
89679,33731,6,1,30,201248,3,1.0223184008803252,64,4,11,1.0
90126,49235,1,1,0,125378,5,2.236226587454746,28,1,14,4.0
90211,13176,2,0,50,134915,4,0.680887005486345,27,2,8,1.0
90368,47626,1,1,0,182401,4,1.0518147537166729,64,1,16,0.0
90368,45007,7,1,15,182401,4,1.0518147537166729,64,1,16,0.0
90368,21903,8,1,0,182401,4,1.0518147537166729,64,1,16,0.0
90368,27966,12,1,0,182401,4,1.0518147537166729,64,1,16,0.0
90368,8174,14,1,50,182401,4,1.0518147537166729,64,1,16,0.0
90617,24184,7,1,0,131093,6,1.5247220908358774,74,3,15,2.0
90617,47209,15,1,0,131093,6,1.5247220908358774,74,3,15,2.0
90919,21137,2,1,0,168497,4,0.6204303120797041,4,5,12,6.0
90919,37646,4,1,0,168497,4,0.6204303120797041,4,5,12,6.0
90919,34126,7,1,50,168497,4,0.6204303120797041,4,5,12,6.0
90919,24184,8,1,0,168497,4,0.6204303120797041,4,5,12,6.0
90919,21903,12,0,0,168497,4,0.6204303120797041,4,5,12,6.0
90919,17794,14,0,0,168497,4,0.6204303120797041,4,5,12,6.0
90941,27845,1,1,0,175729,5,0.7345389757441061,76,3,17,0.0
90941,16759,5,1,0,175729,5,0.7345389757441061,76,3,17,0.0
91273,196,5,1,15,2387,8,1.306237817512291,65,1,13,0.0
91345,21137,2,1,30,117435,4,0.6287365176765606,39,0,19,5.0
91345,13176,3,1,15,117435,4,0.6287365176765606,39,0,19,5.0
91345,33754,13,1,0,117435,4,0.6287365176765606,39,0,19,5.0
91345,47209,15,1,0,117435,4,0.6287365176765606,39,0,19,5.0
91405,37646,2,1,0,174683,2,1.0304946729670716,7,5,17,2.0
91405,43961,11,1,0,174683,2,1.0304946729670716,7,5,17,2.0
91407,13176,1,1,0,175729,9,1.1718211671166985,7,3,8,3.0
91407,21137,6,0,0,175729,9,1.1718211671166985,7,3,8,3.0
91407,37646,7,0,0,175729,9,1.1718211671166985,7,3,8,3.0
91429,21903,9,1,0,169071,7,1.6769129757225711,76,1,6,7.0
91429,17948,11,1,0,169071,7,1.6769129757225711,76,1,6,7.0
91429,30391,12,1,0,169071,7,1.6769129757225711,76,1,6,7.0
91429,30233,15,1,15,169071,7,1.6769129757225711,76,1,6,7.0
91429,8277,17,1,0,169071,7,1.6769129757225711,76,1,6,7.0
91429,13176,18,1,0,169071,7,1.6769129757225711,76,1,6,7.0
91429,5450,20,1,15,169071,7,1.6769129757225711,76,1,6,7.0
91429,29447,22,1,0,169071,7,1.6769129757225711,76,1,6,7.0
91501,13176,1,1,0,189304,8,0.4652164862574208,91,3,15,1.0
91501,5450,2,1,30,189304,8,0.4652164862574208,91,3,15,1.0
91501,28199,3,1,0,189304,8,0.4652164862574208,91,3,15,1.0
91501,28204,4,1,0,189304,8,0.4652164862574208,91,3,15,1.0
91553,27966,3,1,15,95193,3,0.9826696228326572,71,4,11,1.0
91553,21137,4,1,0,95193,3,0.9826696228326572,71,4,11,1.0
91553,24489,5,0,0,95193,3,0.9826696228326572,71,4,11,1.0
91553,40706,10,1,15,95193,3,0.9826696228326572,71,4,11,1.0
91553,13176,14,1,0,95193,3,0.9826696228326572,71,4,11,1.0
91562,6184,1,1,0,189024,3,1.6653055171095443,89,1,9,3.0
91600,44359,1,1,30,51072,6,2.2052413252614644,37,5,9,5.0
91600,21137,2,1,50,51072,6,2.2052413252614644,37,5,9,5.0
91795,27845,1,1,0,2387,3,1.8213259823928158,33,1,10,3.0
91795,196,7,1,15,2387,3,1.8213259823928158,33,1,10,3.0
92178,21137,2,1,0,99570,0,1.5822297495461066,40,1,13,7.0
92178,27966,3,1,30,99570,0,1.5822297495461066,40,1,13,7.0
92252,27845,2,1,0,167316,6,0.7098089559622233,28,5,8,4.0
92283,5077,4,1,0,151386,1,1.4432780700157453,40,0,10,3.0
92330,21903,1,1,15,112044,1,1.3488561956811147,99,4,12,0.0
92330,17794,3,1,0,112044,1,1.3488561956811147,99,4,12,0.0
92330,4605,5,1,30,112044,1,1.3488561956811147,99,4,12,0.0
92330,28985,13,1,0,112044,1,1.3488561956811147,99,4,12,0.0
92330,24852,18,1,0,112044,1,1.3488561956811147,99,4,12,0.0
92330,17948,19,1,0,112044,1,1.3488561956811147,99,4,12,0.0
92330,49683,23,1,0,112044,1,1.3488561956811147,99,4,12,0.0
92330,30489,24,1,0,112044,1,1.3488561956811147,99,4,12,0.0
92330,39928,25,1,15,112044,1,1.3488561956811147,99,4,12,0.0
92925,27845,1,1,0,143278,7,1.7834511176473993,27,4,15,0.0
92925,30391,2,1,0,143278,7,1.7834511176473993,27,4,15,0.0
93050,8174,2,1,0,165049,1,1.0221667982323612,61,3,9,5.0
93136,30391,8,1,0,71884,2,2.8039706305776093,29,1,14,4.0
93136,21903,9,1,0,71884,2,2.8039706305776093,29,1,14,4.0
93136,45007,21,1,0,71884,2,2.8039706305776093,29,1,14,4.0
93574,46979,5,0,15,148375,5,0.5034407716348936,31,5,12,2.0
93574,4210,9,0,0,148375,5,0.5034407716348936,31,5,12,2.0
93580,13176,2,1,0,40188,2,1.7082112608902644,12,4,10,6.0
93580,196,6,1,0,40188,2,1.7082112608902644,12,4,10,6.0
93774,9387,4,1,0,31310,4,0.2058011779612408,50,3,9,1.0
94009,46667,8,1,0,137799,3,0.7726756412613127,68,2,16,5.0
94009,13176,9,1,0,137799,3,0.7726756412613127,68,2,16,5.0
94009,47209,10,1,0,137799,3,0.7726756412613127,68,2,16,5.0
94054,21903,2,1,15,197343,2,2.0438723071199933,82,5,16,1.0
94054,39275,3,1,15,197343,2,2.0438723071199933,82,5,16,1.0
94054,49235,6,1,0,197343,2,2.0438723071199933,82,5,16,1.0
94054,43352,7,1,0,197343,2,2.0438723071199933,82,5,16,1.0
94054,12341,10,1,30,197343,2,2.0438723071199933,82,5,16,1.0
94054,42265,11,1,50,197343,2,2.0438723071199933,82,5,16,1.0
94055,46979,1,1,0,148375,5,0.5034407716348936,93,1,14,2.0
94055,27104,2,1,0,148375,5,0.5034407716348936,93,1,14,2.0
94055,27966,6,1,15,148375,5,0.5034407716348936,93,1,14,2.0
94084,21903,5,1,0,88698,4,1.549415045463128,46,2,13,7.0
94084,19057,6,1,15,88698,4,1.549415045463128,46,2,13,7.0
94084,34126,7,1,15,88698,4,1.549415045463128,46,2,13,7.0
94084,17948,9,1,0,88698,4,1.549415045463128,46,2,13,7.0
94084,13176,11,1,15,88698,4,1.549415045463128,46,2,13,7.0
94084,44359,12,1,0,88698,4,1.549415045463128,46,2,13,7.0
94084,21137,13,1,0,88698,4,1.549415045463128,46,2,13,7.0
94084,29447,18,1,15,88698,4,1.549415045463128,46,2,13,7.0
94217,17794,3,1,0,113660,6,0.0778356480410967,86,6,9,4.0
94217,27845,8,1,15,113660,6,0.0778356480410967,86,6,9,4.0
94217,45007,9,1,0,113660,6,0.0778356480410967,86,6,9,4.0
94217,13176,10,1,0,113660,6,0.0778356480410967,86,6,9,4.0
94447,26209,2,0,15,9333,3,0.7514023620127321,78,0,9,2.0
94447,21137,3,1,0,9333,3,0.7514023620127321,78,0,9,2.0
94447,27086,5,1,15,9333,3,0.7514023620127321,78,0,9,2.0
94447,46979,6,1,30,9333,3,0.7514023620127321,78,0,9,2.0
94790,24852,3,1,30,196163,8,0.8017158217351279,12,5,14,4.0
94790,12341,5,1,0,196163,8,0.8017158217351279,12,5,14,4.0
94793,38689,1,1,50,71884,5,0.3974796351694512,39,3,12,4.0
94844,21903,2,1,0,154917,7,1.6734484193469183,5,5,21,3.0
94844,21137,4,1,0,154917,7,1.6734484193469183,5,5,21,3.0
94844,30391,5,1,0,154917,7,1.6734484193469183,5,5,21,3.0
94942,24852,3,1,0,161869,7,1.045034101761696,85,2,14,3.0
95174,30391,2,1,15,73645,5,0.6831843718654471,92,1,8,1.0
95174,44359,3,1,0,73645,5,0.6831843718654471,92,1,8,1.0
95174,17948,4,1,0,73645,5,0.6831843718654471,92,1,8,1.0
95174,5876,5,1,0,73645,5,0.6831843718654471,92,1,8,1.0
95174,21903,6,1,0,73645,5,0.6831843718654471,92,1,8,1.0
95174,31717,7,1,0,73645,5,0.6831843718654471,92,1,8,1.0
95372,47766,1,0,0,179373,8,0.7046488185300166,4,6,23,1.0
95372,27104,3,1,0,179373,8,0.7046488185300166,4,6,23,1.0
95528,47209,1,1,30,143177,8,1.0822214683467923,94,1,17,2.0
95528,5876,2,1,0,143177,8,1.0822214683467923,94,1,17,2.0
95654,13176,4,1,15,167316,2,0.6206812110017278,95,6,8,3.0
96072,9387,6,1,0,128800,3,0.8091350157234428,91,3,8,5.0
96072,196,8,1,0,128800,3,0.8091350157234428,91,3,8,5.0
96072,43352,19,1,0,128800,3,0.8091350157234428,91,3,8,5.0
96072,16797,20,1,0,128800,3,0.8091350157234428,91,3,8,5.0
96400,34126,1,1,0,143714,9,0.7374317933966048,88,5,11,2.0
96400,31506,2,1,15,143714,9,0.7374317933966048,88,5,11,2.0
96400,40706,4,1,0,143714,9,0.7374317933966048,88,5,11,2.0
96400,22825,8,1,0,143714,9,0.7374317933966048,88,5,11,2.0
96400,27104,11,1,0,143714,9,0.7374317933966048,88,5,11,2.0
96400,39928,12,1,0,143714,9,0.7374317933966048,88,5,11,2.0
96400,38777,13,1,0,143714,9,0.7374317933966048,88,5,11,2.0
96400,31717,15,1,15,143714,9,0.7374317933966048,88,5,11,2.0
96934,45066,2,1,0,142673,5,1.7985920062691572,74,2,19,2.0
96934,27966,3,1,0,142673,5,1.7985920062691572,74,2,19,2.0
97205,47626,1,1,15,29046,4,0.5676890600757468,18,5,15,0.0
97205,24184,2,1,0,29046,4,0.5676890600757468,18,5,15,0.0
97205,46979,3,1,0,29046,4,0.5676890600757468,18,5,15,0.0
97205,34126,8,1,0,29046,4,0.5676890600757468,18,5,15,0.0
97205,28842,10,1,0,29046,4,0.5676890600757468,18,5,15,0.0
97205,21616,14,1,0,29046,4,0.5676890600757468,18,5,15,0.0
97630,34126,2,1,30,29881,2,1.0722136955567814,44,3,12,1.0
97630,47209,3,1,0,29881,2,1.0722136955567814,44,3,12,1.0
97662,27845,6,1,0,83326,8,2.5643252216665444,9,4,11,3.0
97662,34969,7,1,0,83326,8,2.5643252216665444,9,4,11,3.0
97662,46979,8,1,0,83326,8,2.5643252216665444,9,4,11,3.0
97662,4605,9,1,0,83326,8,2.5643252216665444,9,4,11,3.0
97780,4920,5,1,30,17884,5,1.982208057840664,99,4,10,1.0
97907,5876,4,0,0,29046,0,1.8475802009889928,62,3,11,1.0
98065,47209,4,1,0,17698,1,0.6603922669871477,59,1,9,5.0
98065,27521,5,1,0,17698,1,0.6603922669871477,59,1,9,5.0
98065,44359,8,1,0,17698,1,0.6603922669871477,59,1,9,5.0
98065,48679,9,1,0,17698,1,0.6603922669871477,59,1,9,5.0
98065,22935,10,1,0,17698,1,0.6603922669871477,59,1,9,5.0
98065,34126,12,1,0,17698,1,0.6603922669871477,59,1,9,5.0
98065,46667,14,1,0,17698,1,0.6603922669871477,59,1,9,5.0
98760,6184,1,1,30,185406,9,0.948834685209246,8,3,10,6.0
98760,196,5,1,15,185406,9,0.948834685209246,8,3,10,6.0
98949,6184,2,1,0,128800,5,1.3550002063598878,43,4,10,0.0
98949,43352,4,1,15,128800,5,1.3550002063598878,43,4,10,0.0
98949,21903,5,1,0,128800,5,1.3550002063598878,43,4,10,0.0
98949,16797,8,1,0,128800,5,1.3550002063598878,43,4,10,0.0
99101,31506,1,0,50,61899,6,1.0714851391980258,20,2,12,1.0
99101,22935,2,1,0,61899,6,1.0714851391980258,20,2,12,1.0
99101,43961,3,1,0,61899,6,1.0714851391980258,20,2,12,1.0
99101,44359,4,0,30,61899,6,1.0714851391980258,20,2,12,1.0
99101,5876,5,1,0,61899,6,1.0714851391980258,20,2,12,1.0
99101,34126,7,0,0,61899,6,1.0714851391980258,20,2,12,1.0
99101,45007,11,1,0,61899,6,1.0714851391980258,20,2,12,1.0
99101,21137,24,1,15,61899,6,1.0714851391980258,20,2,12,1.0
99101,47209,25,1,0,61899,6,1.0714851391980258,20,2,12,1.0
99101,31717,26,1,0,61899,6,1.0714851391980258,20,2,12,1.0
99187,47209,4,1,0,9106,5,1.9160134695865607,55,3,14,2.0
99228,47626,4,1,30,183981,6,1.9251479129625413,23,4,8,3.0
99271,27086,2,1,0,143278,6,1.2517382300617044,83,0,16,2.0
99271,5450,5,0,15,143278,6,1.2517382300617044,83,0,16,2.0
99271,27845,7,1,15,143278,6,1.2517382300617044,83,0,16,2.0
99271,5876,8,1,0,143278,6,1.2517382300617044,83,0,16,2.0
99271,19678,9,1,0,143278,6,1.2517382300617044,83,0,16,2.0
99271,30391,11,1,0,143278,6,1.2517382300617044,83,0,16,2.0
99271,27521,15,1,0,143278,6,1.2517382300617044,83,0,16,2.0
99271,13176,23,1,30,143278,6,1.2517382300617044,83,0,16,2.0
99271,37646,24,0,15,143278,6,1.2517382300617044,83,0,16,2.0
99409,21616,1,1,0,65820,4,0.4766195917822583,10,3,17,2.0
99409,27521,4,1,15,65820,4,0.4766195917822583,10,3,17,2.0
99409,27966,5,1,30,65820,4,0.4766195917822583,10,3,17,2.0
99896,21903,5,1,0,36376,8,0.6503887284152773,82,4,13,11.0
99896,4920,9,0,30,36376,8,0.6503887284152773,82,4,13,11.0
99896,16797,10,1,0,36376,8,0.6503887284152773,82,4,13,11.0
99896,48679,16,1,0,36376,8,0.6503887284152773,82,4,13,11.0
99896,33198,25,1,0,36376,8,0.6503887284152773,82,4,13,11.0
99896,28842,30,1,15,36376,8,0.6503887284152773,82,4,13,11.0
99916,33198,1,1,0,124838,1,2.2318206810662784,31,0,9,3.0
99916,33731,2,1,0,124838,1,2.2318206810662784,31,0,9,3.0
99916,4605,8,1,0,124838,1,2.2318206810662784,31,0,9,3.0
99916,5077,9,1,0,124838,1,2.2318206810662784,31,0,9,3.0
99916,27845,11,1,0,124838,1,2.2318206810662784,31,0,9,3.0
99921,23909,11,1,0,60040,2,0.7493082968629915,60,1,9,7.0
100570,46667,1,1,0,78644,5,1.2485148631721934,14,2,9,1.0
100570,21616,3,0,30,78644,5,1.2485148631721934,14,2,9,1.0
100570,24964,4,1,0,78644,5,1.2485148631721934,14,2,9,1.0
100789,47209,1,1,30,21253,4,1.1864520968422232,19,3,15,7.0
100789,26604,3,1,0,21253,4,1.1864520968422232,19,3,15,7.0
100789,8174,6,0,0,21253,4,1.1864520968422232,19,3,15,7.0
100789,27966,7,0,50,21253,4,1.1864520968422232,19,3,15,7.0
100792,19057,2,0,30,33645,3,0.7631230170999584,44,3,21,1.0
100841,19660,1,1,0,185406,0,0.9352215138269996,57,1,14,3.0
100841,196,6,1,0,185406,0,0.9352215138269996,57,1,14,3.0
101507,27086,3,0,15,81350,6,0.9830850087951838,15,0,11,5.0
101507,42265,7,1,0,81350,6,0.9830850087951838,15,0,11,5.0
101507,21903,8,1,15,81350,6,0.9830850087951838,15,0,11,5.0
101507,21616,13,1,0,81350,6,0.9830850087951838,15,0,11,5.0
101507,13176,16,1,0,81350,6,0.9830850087951838,15,0,11,5.0
101507,39928,27,0,0,81350,6,0.9830850087951838,15,0,11,5.0
101579,26209,3,1,15,29046,4,0.5676890600757468,64,3,14,7.0
101753,34969,4,1,0,124838,7,1.5714585698561336,78,2,7,1.0
101753,45007,6,0,50,124838,7,1.5714585698561336,78,2,7,1.0
101753,48679,7,0,30,124838,7,1.5714585698561336,78,2,7,1.0
101753,17794,8,1,0,124838,7,1.5714585698561336,78,2,7,1.0
102080,31506,5,1,50,61899,4,0.5337696819907769,21,4,12,2.0
102115,45066,2,1,30,111156,8,0.7260671843216758,60,3,7,2.0
102115,16797,5,1,0,111156,8,0.7260671843216758,60,3,7,2.0
102238,17794,6,0,0,123143,5,1.654828343368299,18,6,9,3.0
102238,8518,12,0,15,123143,5,1.654828343368299,18,6,9,3.0
102238,47766,13,1,15,123143,5,1.654828343368299,18,6,9,3.0
102238,27086,16,1,0,123143,5,1.654828343368299,18,6,9,3.0
102238,26209,17,0,50,123143,5,1.654828343368299,18,6,9,3.0
102614,5785,1,1,0,201248,5,0.8147601624254114,61,4,17,19.0
102614,26604,2,1,0,201248,5,0.8147601624254114,61,4,17,19.0
102614,30233,3,0,15,201248,5,0.8147601624254114,61,4,17,19.0
102614,13176,4,1,0,201248,5,0.8147601624254114,61,4,17,19.0
102614,19057,5,1,0,201248,5,0.8147601624254114,61,4,17,19.0
102614,22825,16,1,0,201248,5,0.8147601624254114,61,4,17,19.0
102614,4920,20,1,0,201248,5,0.8147601624254114,61,4,17,19.0
102912,5785,9,1,30,158697,2,1.6252140107091166,96,3,12,8.0
102999,33198,1,1,0,167316,1,1.0395277659132036,78,4,8,2.0
103038,44359,2,1,0,73645,3,1.0178646353919234,73,4,12,4.0
103038,17948,3,1,30,73645,3,1.0178646353919234,73,4,12,4.0
103038,13176,6,1,0,73645,3,1.0178646353919234,73,4,12,4.0
103855,196,2,1,50,40188,8,0.9791744873593836,44,5,10,3.0
103891,22035,2,1,0,51437,7,1.3075446970576716,82,1,22,6.0
103891,44632,3,1,0,51437,7,1.3075446970576716,82,1,22,6.0
104023,24852,1,1,0,14437,0,0.3689977217527877,18,5,16,2.0
104023,45066,3,1,30,14437,0,0.3689977217527877,18,5,16,2.0
104023,39877,4,1,0,14437,0,0.3689977217527877,18,5,16,2.0
104023,19057,5,1,0,14437,0,0.3689977217527877,18,5,16,2.0
104023,49235,6,1,0,14437,0,0.3689977217527877,18,5,16,2.0
104023,35951,7,1,0,14437,0,0.3689977217527877,18,5,16,2.0
104109,26209,2,1,0,156964,0,1.103935934666217,80,1,14,4.0
104109,24852,3,1,0,156964,0,1.103935934666217,80,1,14,4.0
104148,6184,3,1,15,57367,6,1.5542785577573457,36,4,8,2.0
104148,12341,4,1,50,57367,6,1.5542785577573457,36,4,8,2.0
104203,39877,5,0,0,156205,3,0.5634494682388418,73,6,12,3.0
104203,19678,7,1,0,156205,3,0.5634494682388418,73,6,12,3.0
104203,22935,8,1,0,156205,3,0.5634494682388418,73,6,12,3.0
104203,16759,10,1,50,156205,3,0.5634494682388418,73,6,12,3.0
104203,49235,14,1,0,156205,3,0.5634494682388418,73,6,12,3.0
104203,13176,25,1,0,156205,3,0.5634494682388418,73,6,12,3.0
104255,21137,3,1,0,181970,5,1.3515402521041249,54,3,11,2.0
104255,21903,4,1,0,181970,5,1.3515402521041249,54,3,11,2.0
104255,19678,10,1,15,181970,5,1.3515402521041249,54,3,11,2.0
104255,22935,11,1,0,181970,5,1.3515402521041249,54,3,11,2.0
